SomaID	num_samples	BETA	SE	P	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol
X16768.3	2258	0.0128655268803152	0.0370867762486901	0.728696706973065	Junction plakoglobin	PLAK	P14923	3728	JUP
X16769.20	2248	-0.0014927259135807	0.0374649225909971	0.968221647728021	Ras-related C3 botulinum toxin substrate 3	RAC3	P60763	5881	RAC3
X16770.3	2277	0.029248697352177	0.0331711756856926	0.378006152215273	Lithostathine-1-beta	REG1B	P48304	5968	REG1B
X16773.29	2268	0.025120709693398	0.0357092542041685	0.48183051277663	Signal peptide, CUB and EGF-like domain-containing protein 3	SCUB3	Q8IX30	222663	SCUBE3
X16780.6	2290	0.00234726476679058	0.0346024147179895	0.945922756011868	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	3303	HSPA1A
X16781.2	2208	0.0555579847807158	0.0363292724680179	0.126337904922293	Cytosolic endo-beta-N-acetylglucosaminidase	ENASE	Q8NFI3	64772	ENGASE
X16785.45	2229	0.0167613332132946	0.037111313644611	0.651565541224241	Defensin-5	HD-5	Q01523	1670	DEFA5
X16792.4	2239	0.0195377488769998	0.0365775511948952	0.59329437065445	Sialic acid-binding Ig-like lectin 5	Siglec-5	O15389	8778	SIGLEC5
X16802.31	2087	0.0158580066451521	0.0390756949638991	0.684911277412775	OCIA domain-containing protein 1	OCAD1	Q9NX40	54940	OCIAD1
X16803.4	2278	-0.00253674133438685	0.0340047030779811	0.940539837130264	Calretinin	CALB2	P22676	794	CALB2
X16807.35	2072	-0.0970058372742382	0.0387134013727467	0.0122966932276401	Troponin T, fast skeletal muscle	TNNT3	P45378	7140	TNNT3
X16809.1	2277	0.00625091814251479	0.0363050725394966	0.863313465460501	Nucleoside diphosphate kinase, mitochondrial	NDKM	O00746	4833	NME4
X16810.3	2283	-0.00832207861095352	0.0318623414627933	0.793970994187239	Rab GDP dissociation inhibitor alpha	RhoGDI	P31150	2664	GDI1
X16814.13	2245	-0.0177956290542131	0.037327384302794	0.633591045564008	Four and a half LIM domains protein 1	SLIM 1	Q13642	2273	FHL1
X16818.200	2288	0.0591921586093714	0.0359568231576763	0.0998616074319661	CUB domain-containing protein 1	CDCP1	Q9H5V8	64866	CDCP1
X16823.75	2275	-0.00504442441491124	0.0344588041930519	0.883626668727063	Apolipoprotein L3	APOL3	O95236	80833	APOL3
X16825.20	2253	0.032727889954044	0.0358154763515476	0.360925377774758	Ataxin-3	ATX3	P54252	4287	ATXN3
X16828.8	2103	-0.00978116693049947	0.0397203829993616	0.805512663359053	Collagen alpha-1(VI) chain	Collagen a1(VI)	P12109	1291	COL6A1
X16831.7	2274	-0.0407567141125652	0.03578362747566	0.254834543383232	Docking protein 1	DOK1	Q99704	1796	DOK1
X16836.1	2244	0.0283928440125231	0.0379138227844847	0.454010070488452	Complement factor H-related protein 3	FHR3	Q02985	10878	CFHR3
X16845.15	2271	0.0242350156324651	0.037386545869829	0.516903765359563	Myelin protein zero-like protein 1	MPZL1	O95297	9019	MPZL1
X16847.39	2270	0.00658301504883166	0.03685796544339	0.858264066668152	Ras-related protein Rab-3B	RAB3B	P20337	5865	RAB3B
X16850.5	2213	0.00667240880565237	0.0384155648606755	0.86212501709681	Regulator of G-protein signaling 5	RGS5	O15539	8490	RGS5
X16851.50	2271	0.023777145441753	0.0383046017903074	0.534834770039888	Protein SCO2 homolog, mitochondrial	SCO2	O43819	9997	SCO2
X16852.10	2241	-0.0180550903242323	0.037575118633634	0.630914812106997	Na(+)/H(+) exchange regulatory cofactor NHE-RF3	NHRF3	Q5T2W1	5174	PDZK1
X16853.5	2268	-0.0293509370545968	0.0376139012129904	0.435284198743275	Nicotinamide riboside kinase 1	NRK1	Q9NWW6	54981	NMRK1
X16854.17	2114	-0.0910443688928163	0.0384696667914346	0.0180406904429632	U6 snRNA-associated Sm-like protein LSm4	LSM4	Q9Y4Z0	25804	LSM4
X16856.79	2284	-0.0520141426196152	0.0361362690160187	0.150179299999261	Microtubule-associated protein RP/EB family member 2	MARE2	Q15555	10982	MAPRE2
X16857.2	2280	-0.064685227602982	0.0363279980308036	0.0751146006958511	Ras-related protein Rab-2A	RAB2A	P61019	5862	RAB2A
X16858.384	2274	0.0361227413937795	0.0373767691127239	0.333923740981178	Reticulocalbin-3	RCN3	Q96D15	57333	RCN3
X16859.100	2273	0.0362868325389559	0.0374433527024159	0.332593441804171	Endophilin-B1	SHLB1	Q9Y371	51100	SH3GLB1
X16863.47	2282	-0.0203549859091546	0.0357773520524941	0.569457046465624	N-acylneuraminate-9-phosphatase	NANP	Q8TBE9	140838	NANP
X16865.62	2288	-0.0265608325444009	0.0370496715126245	0.473511262129948	TATA-binding protein-associated factor 2N	RBP56	Q92804	8148	TAF15
X16867.76	2275	-0.0303205045464283	0.0371565608012342	0.414575186664993	Cyclin-dependent kinase 16	PCTK1	Q00536	5127	CDK16
X16872.248	2246	0.0715095048341649	0.0383762817518707	0.0625414038950227	Maleylacetoacetate isomerase	MAAI	O43708	2954	GSTZ1
X16875.13	2283	-0.0266350623975482	0.0367169865469365	0.468272685397829	Protein mago nashi homolog 2	MGN2	Q96A72	55110	MAGOHB
X16877.19	2278	-0.0167945544970496	0.0374649357070885	0.653998722397124	Methionine-R-sulfoxide reductase B2, mitochondrial	MSRB2	Q9Y3D2	22921	MSRB2
X16882.27	2253	0.048175398423906	0.0360457030697072	0.181519869843136	14 kDa phosphohistidine phosphatase	PHP14	Q9NRX4	29085	PHPT1
X16883.57	2279	0.0419755435008685	0.0354287513177691	0.236226695746568	Ras-related protein Rab-4A	RAB4A	P20338	5867	RAB4A
X16885.49	2273	0.0605001702074026	0.0359712497079857	0.0927268184950372	Microtubule-associated protein RP/EB family member 3	MARE3	Q9UPY8	22924	MAPRE3
X16887.29	2252	0.0140921432023893	0.0344714397798656	0.682721199027611	Peptidyl-tRNA hydrolase 2, mitochondrial	PTH2	Q9Y3E5	51651	PTRH2
X16890.37	2287	0.00649381881209007	0.036349934936419	0.858230669320978	ADAMTS-like protein 1	ATL1	Q8N6G6	92949	ADAMTSL1
X16892.23	2261	0.0248321169670456	0.0343100988580549	0.469291870181615	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	ENPP2	Q13822	5168	ENPP2
X16899.59	2234	-0.00361540691265045	0.0374304689622774	0.923060828199415	Oxysterol-binding protein-related protein 9	OSBL9	Q96SU4	114883	OSBPL9
X16900.29	2282	-0.0196530649182493	0.0373849241597056	0.599151971088349	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	MDGA1	Q8NFP4	266727	MDGA1
X16902.17	2244	-0.0196412620453813	0.0379340160664659	0.60466744227158	Lysosome-associated membrane glycoprotein 1	LAMP1	P11279	3916	LAMP1
X16907.3	2290	-0.013405306964416	0.0374835156863405	0.720652091573877	Cell adhesion molecule 2	Nectin-like protein 3	Q8N3J6	253559	CADM2
X16908.5	2271	0.0487721772747806	0.0371950143684313	0.189905759317025	Oligodendrocyte-myelin glycoprotein	OMGP	P23515	4974	OMG
X16913.8	2273	0.00885500724173222	0.0362542777465618	0.807061692330663	Ribonuclease T2	RNT2	O00584	8635	RNASET2
X16914.104	2283	0.00286600158234916	0.0335411787643703	0.931913423718746	Monocyte differentiation antigen CD14, soluble	sCD14	P08571	929	CD14
X16915.153	2293	-0.0260048963939254	0.0373538326847879	0.486389225681761	Semaphorin-4A	SEM4A	Q9H3S1	64218	SEMA4A
X16916.19	2307	0.00588504205371665	0.03752016645634	0.875376895067334	SLIT and NTRK-like protein 6	SLIK6	Q9H5Y7	84189	SLITRK6
X16918.198	2270	-0.0583693133998715	0.0383225213295914	0.127873071368531	Toll-like receptor 3	TLR3	O15455	7098	TLR3
X16919.1	2298	-0.00777473926731142	0.0355316746531296	0.826816579460282	Acyl-CoA-binding protein	ACBP	P07108	1622	DBI
X16922.53	2277	-0.0497625634427234	0.0359772160534691	0.166750583557189	Plexin-B3	PLXB3	Q9ULL4	5365	PLXNB3
X16923.20	2273	-0.0380690215204736	0.0370561491146643	0.304374298474481	Profilin-2	Profilin II	P35080	5217	PFN2
X16926.44	2272	-0.0235557341538507	0.0360102657978002	0.513089111060242	Alkaline phosphatase, tissue-nonspecific isozyme	Alkaline phosphatase, liver	P05186	249	ALPL
X16927.9	2287	0.0261993241223116	0.0366857531294322	0.475205049744712	Coagulation factor XIII	Coagulation factor XIII	P00488|P05160	2162|2165	F13A1|F13B
X16932.5	2291	0.0076152951731331	0.0377927921012169	0.840324779389333	Estrogen sulfotransferase	SULT 1E	P49888	6783	SULT1E1
X17138.8	2278	-0.00901143842498815	0.037256074491412	0.808896485613234	Glutathione S-transferase A1	GST A1-1	P08263	2938	GSTA1
X17140.57	2085	0.0242841827081913	0.0347793669497627	0.485109075059524	Platelet-derived growth factor D	PDGFD	Q9GZP0	80310	PDGFD
X17145.1	2118	-0.00995901807103759	0.0400960892984693	0.803865780988285	Protein S100-A8/A9 heterodimer	S100A8/S100A9	P05109|P06702	6279|6280	S100A8|S100A9
X17148.7	2178	-0.0053895524096603	0.0374146422069189	0.885475071744088	Flavin reductase (NADPH)	BLVRB	P30043	645	BLVRB
X17151.84	2266	0.0436183052487316	0.0360717518878604	0.226710264675928	Interferon regulatory factor 3	IRF-3	Q14653	3661	IRF3
X17152.10	2268	0.0424771984243755	0.0378006351360435	0.261253876908043	Killer cell immunoglobulin-like receptor 2DS4	KI2S4	P43632	3809	KIR2DS4
X17153.46	2180	0.0390959672324965	0.0393366299822907	0.32039222694593	Killer cell immunoglobulin-like receptor 2DL3	KI2L3	P43628	3804	KIR2DL3
X17154.2	2107	-0.0190408649678214	0.0384335125072551	0.620353625690504	Prostaglandin E synthase 3	TEBP	Q15185	10728	PTGES3
X17156.72	2286	0.0166205735380912	0.0371203205689278	0.654377613400689	Serine/threonine-protein kinase DCLK1	DCAK1	O15075	9201	DCLK1
X17158.17	2288	-0.0240875701929238	0.0345107511233742	0.485266020313691	Ubiquitin-conjugating enzyme E2 G1	UB2G1	P62253	7326	UBE2G1
X17161.1	2284	-0.00604604799704066	0.036153321891645	0.867201303066877	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	OST48	P39656	1650	DDOST
X17164.15	2279	-0.0108470283185456	0.0372459831772494	0.770904738115795	Annexin A4	annexin IV	P09525	307	ANXA4
X17165.1	2257	0.0266964470423349	0.0340869327601441	0.433600546355587	Beta-thromboglobulin	BTG	P02775	5473	PPBP
X17166.4	2253	0.0532783070940808	0.0383918648570769	0.165352291075191	Fibroblast growth factor 8 isoform F	FGF-8F	P55075	2253	FGF8
X17170.15	2291	-0.0216830453581572	0.0367866377991509	0.555633642319968	Calcitonin gene-related peptide 2	CALCB	P10092	797	CALCB
X17172.19	2243	-0.072234195838402	0.0368363587522477	0.0500103539443622	Statherin	STAT	P02808	6779	STATH
X17175.5	2267	0.0491452813268357	0.0379773322465289	0.195775292638166	Dual specificity mitogen-activated protein kinase kinase 6	MP2K6	P52564	5608	MAP2K6
X17176.13	2217	0.0510146986474337	0.0323473191977739	0.114919047115625	PC4 and SFRS1-interacting protein	PSIP1	O75475	11168	PSIP1
X17195.43	2251	0.0160728774969266	0.035398212019287	0.649830733227716	BAG family molecular chaperone regulator 1	BAG-1	Q99933	573	BAG1
X17196.5	2273	-0.00781468780544072	0.0381340949461049	0.837648128222163	ATP-dependent Clp protease proteolytic subunit, mitochondrial	ClpP endopeptidase	Q16740	8192	CLPP
X17199.43	2257	-0.00743893336305033	0.0361081541517245	0.836795611308667	Hypoxia-inducible factor 1-alpha inhibitor	HIF1N	Q9NWT6	55662	HIF1AN
X17200.50	2226	-0.00720702985949882	0.0387049936808647	0.852301887723177	Killer cell immunoglobulin-like receptor 2DL1	KI2L1	P43626	3802	KIR2DL1
X17202.37	2292	0.0106289885434872	0.0383658128587556	0.78177224056154	Programmed cell death protein 4	PDCD4	Q53EL6	27250	PDCD4
X17204.17	2288	-0.0833533696251363	0.0364189435483095	0.0221866617687116	Phenylethanolamine N-methyltransferase	PNMT	P11086	5409	PNMT
X17205.21	2261	0.0265178579375517	0.0351783123777424	0.451041291798256	Ras-related protein Rab-5A	RAB5A	P20339	5868	RAB5A
X17209.27	2270	0.00774102680182117	0.0359948580934107	0.829740718867294	Sulfotransferase family cytosolic 2B member 1	ST2B1	O00204	6820	SULT2B1
X17210.2	2264	-0.0480863367548533	0.0379548854739456	0.205310994084925	T-cell leukemia/lymphoma protein 1A	TCL1A	P56279	8115	TCL1A
X17224.12	2263	-0.0169601562349777	0.0334061404785397	0.611716878017593	Mimecan	MIME	P20774	4969	OGN
X17231.1	2275	0.0399218930251207	0.0365263125125302	0.274527544295254	Plastin-2	L-plastin	P13796	3936	LCP1
X17319.1	2240	0.014798929216697	0.0388146293027377	0.703038135330601	Selenoprotein H	SELH	Q8IZQ5	280636	SELENOH
X17320.19	2256	0.0378484577766763	0.0359854162715411	0.293018322681585	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	ADPPT	Q9NRN7	60496	AASDHPPT
X17325.10	2240	0.0845065786670997	0.0342587762800347	0.0137113359898188	Guanylate kinase	KGUA	Q16774	2987	GUK1
X17326.44	2278	-0.0263582465256011	0.0377080464577247	0.484619037610275	Dual specificity protein phosphatase 23	DUS23	Q9BVJ7	54935	DUSP23
X17327.3	2190	-0.0188587621932621	0.0382236568066246	0.621794765284046	Protein canopy homolog 3	CNPY3	Q9BT09	10695	CNPY3
X17329.2	2232	0.00973852852154109	0.0371201345822692	0.793074897446041	3-hydroxybutyrate dehydrogenase type 2	BDH2	Q9BUT1	56898	BDH2
X17331.138	2300	-0.0271781464050318	0.0372967741995661	0.46626060689931	Kremen protein 1	KREM1	Q96MU8	83999	KREMEN1
X17332.3	2287	0.0510560235098016	0.035422813737151	0.149629786821622	Poly(ADP-ribose) glycohydrolase ARH3	ARHL2	Q9NX46	54936	ADPRS
X17333.20	2237	0.0381819955258658	0.0376785094243607	0.310998086031384	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM	P11310	34	ACADM
X17335.18	2218	0.0568001803435658	0.0371665926589218	0.126592851306645	Vesicle-associated membrane protein 2	VAMP2	P63027	6844	VAMP2
X17336.54	2277	0.0406246530572757	0.0375443845246275	0.279349406511916	Cyclic AMP-responsive element-binding protein 3-like protein 2	CR3L2	Q70SY1	64764	CREB3L2
X17337.1	2252	-0.00326949905915627	0.0323052551754122	0.91939573967049	Transcriptional repressor protein YY1	TYY1	P25490	7528	YY1
X17341.89	2251	0.0241503894254162	0.0363280902410737	0.506256715160818	Acetyl-CoA acetyltransferase, cytosolic	THIC	Q9BWD1	39	ACAT2
X17342.13	2219	0.0197260746305198	0.0367389242682441	0.59137349205579	Anterior gradient protein 3	AGR3	Q8TD06	155465	AGR3
X17343.6	2269	-0.0287868586323069	0.0380677852775618	0.449608891026209	Syntaphilin	SNPH	O15079	9751	SNPH
X17344.23	2277	0.0015372346815612	0.0347830875113502	0.964752984925804	Stomatin-like protein 1	STML1	Q9UBI4	9399	STOML1
X17345.12	2249	0.0910923306698265	0.0374289481662104	0.0150221945815051	Prostaglandin reductase 3	ZADH2	Q8N4Q0	284273	ZADH2
X17346.61	2286	0.0344775940541285	0.0374075838390136	0.35679728796682	Follicular dendritic cell secreted peptide	FDSCP	Q8NFU4	260436	FDCSP
X17347.80	2229	0.102271166893566	0.0375740351237837	0.00654283852307117	Axin interactor, dorsalization-associated protein	CA080	Q96BJ3	64853	AIDA
X17348.5	2242	0.00134942915014244	0.0362483551027223	0.970307115414945	Synaptojanin-2-binding protein	SYJ2B	P57105	55333	SYNJ2BP
X17350.13	2244	0.0462858335616011	0.037301551102533	0.21479067158798	Charged multivesicular body protein 2b	CHM2B	Q9UQN3	25978	CHMP2B
X17355.56	2291	0.0378698941280523	0.036488715467124	0.299449890025491	Synaptotagmin-4	SYT4	Q9H2B2	6860	SYT4
X17356.34	2280	-0.0142791169496687	0.0381758703759822	0.708413432503328	Interleukin-1 family member 10	IL1FA	Q8WWZ1	84639	IL1F10
X17357.33	2286	-0.0515074419126885	0.0368233248441274	0.162018832813907	O-phosphoseryl-tRNA(Sec) selenium transferase	SPCS	Q9HD40	51091	SEPSECS
X17362.5	2226	0.0037782401171184	0.0355262687521762	0.915313901799735	Von Hippel-Lindau disease tumor suppressor	VHL	P40337	7428	VHL
X17364.8	2231	-0.00819115381967805	0.0316778263644266	0.795985904730631	U2 small nuclear ribonucleoprotein B''	RU2B	P08579	6629	SNRPB2
X17365.7	2275	0.00854201336813701	0.0351277607600752	0.807896024430357	Kynurenine--oxoglutarate transaminase 1	KAT1	Q16773	883	KYAT1
X17366.6	2297	-0.0211460244764501	0.034042927019245	0.53455837887062	DCN1-like protein 1	DCNL1	Q96GG9	54165	DCUN1D1
X17367.5	2282	0.00208706736449959	0.0360709617926024	0.953865247142848	Stathmin	Stathmin	P16949	3925	STMN1
X17370.186	2267	0.00548243058454135	0.0360823023472014	0.879246096305184	Mycophenolic acid acyl-glucuronide esterase, mitochondrial	ABHDA	Q9NUJ1	55347	ABHD10
X17372.5	2280	-0.0949156803611322	0.0373210929345652	0.01105011382027	Eukaryotic translation initiation factor 4E-binding protein 1	4EBP1	Q13541	1978	EIF4EBP1
X17377.1	2193	-0.0107404702702142	0.0386181121081263	0.780946819318552	Aldo-keto reductase family 1 member C3	Aldose reductase-like C3	P42330	8644	AKR1C3
X17380.2	2288	0.0210329164730391	0.0347144518607055	0.544652985980922	Ubiquitin-conjugating enzyme E2 K	UBE2K	P61086	3093	UBE2K
X17383.4	2280	-0.0488923010745488	0.0355196631270482	0.168808396430698	StAR-related lipid transfer protein 5	STAR5	Q9NSY2	80765	STARD5
X17384.110	2245	0.0232769794630504	0.0378020701856843	0.538116631007821	ATP-dependent 6-phosphofructokinase, muscle type	K6PF	P08237	5213	PFKM
X17387.27	2263	-0.00190476492645515	0.0373805282069897	0.959365083189812	NF-kappa-B inhibitor beta	IKB-beta	Q15653	4793	NFKBIB
X17391.10	2287	-0.00189114266035014	0.0355606559695085	0.957592594853209	Splicing factor 45	SPF45	Q96I25	84991	RBM17
X17393.13	2277	0.000219428957328873	0.0366030579530418	0.995217382064541	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	SCAD	P16219	35	ACADS
X17396.23	2264	-0.0241616857818696	0.0353750799665144	0.494668655811222	Alcohol dehydrogenase 1A	ADH1A	P07327	124	ADH1A
X17397.8	2277	0.0685942709718586	0.0377953046861124	0.0696743515139097	Estradiol 17-beta-dehydrogenase 11	DHB11	Q8NBQ5	51170	HSD17B11
X17398.55	2287	0.00380419020955957	0.033731469130945	0.910216063615106	Heme oxygenase 1	HO-1	P09601	3162	HMOX1
X17400.71	2267	-0.021875382089446	0.0354940099619671	0.537751397735162	Acyl-coenzyme A thioesterase 8	ACOT8	O14734	10005	ACOT8
X17403.14	2274	0.00496983596820454	0.0352461462751041	0.887879704913936	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	acyl-Coenzyme A dehydrogenase	P45954	36	ACADSB
X17404.5	2261	0.020508259908013	0.0351986844915415	0.5601926967138	ADP-ribosylation factor-like protein 5B	ARL5B	Q96KC2	221079	ARL5B
X17405.2	2244	-0.130412190639541	0.0377274654481024	0.000557172275406741	Ubiquitin carboxyl-terminal hydrolase isozyme L5	UCHL5	Q9Y5K5	51377	UCHL5
X17408.2	2248	0.0826964150380957	0.0384292682144595	0.0315119408697396	Phosphomannomutase 1	PMM1	Q92871	5372	PMM1
X17410.5	2230	-0.0352884370168488	0.0366592467590464	0.335850764784915	Centrin-3	CETN3	O15182	1070	CETN3
X17411.55	2270	-0.0515405058340635	0.0354727036303351	0.146374314497757	Ubiquitin recognition factor in ER-associated degradation protein 1	UFD1	Q92890	7353	UFD1
X17419.17	2285	0.0706785353824424	0.0374916403483182	0.0595339035092891	Testin	TES	Q9UGI8	26136	TES
X17427.26	2295	-0.016550943817649	0.0375474144777164	0.659399040731074	Neuroligin-3	NLGN3	Q9NZ94	54413	NLGN3
X17432.25	2118	-0.0373947356288789	0.0360952748512696	0.300321708353018	Adenylate kinase 4, mitochondrial	KAD4	P27144	205	AK4
X17435.43	2105	-0.0661681256863445	0.0372974971629011	0.0761992748760148	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	P13804	2108	ETFA
X17436.193	2287	-0.0160512976020855	0.0339959987113921	0.63686356851517	Casein kinase I isoform gamma-2	CSNK1G2	P78368	1455	CSNK1G2
X17441.4	2245	-0.0135064168246841	0.0377674418844216	0.720661315734946	Intestinal-type alkaline phosphatase	Alkaline phosphatase, intestine	P09923	248	ALPI
X17447.52	2270	-0.00506128320716165	0.0372434269780645	0.891914643278021	Secreted frizzled-related protein 4	SFRP4	Q6FHJ7	6424	SFRP4
X17449.23	2272	-0.00199305419397234	0.0371935361874876	0.957269757904827	CD9 antigen	CD9	P21926	928	CD9
X17450.51	2287	0.0657100527908404	0.033781525722035	0.0518813041004125	Histidine--tRNA ligase, cytoplasmic	Histidyl-tRNA synthetase	P12081	3035	HARS1
X17453.34	2266	-0.0481092279895286	0.0373895266233885	0.198330970764007	Ceruloplasmin	Ceruloplasmin	P00450	1356	CP
X17454.15	2283	0.0645002100683435	0.0373919017300196	0.0846686280389663	Epidermal growth factor-like protein 6	EGFL6	Q8IUX8	25975	EGFL6
X17455.42	2272	-0.0428152023006924	0.0372140062204423	0.250055344528059	Folate receptor alpha	FOLR1	P15328	2348	FOLR1
X17456.53	2285	-0.0120871532240897	0.0370973278876288	0.744588713103131	Golgi membrane protein 1	GOLM1	Q8NBJ4	51280	GOLM1
X17460.51	2247	-0.0027017107490132	0.0367626053178582	0.941422252103517	Interferon-induced GTP-binding protein Mx1	Mx1	P20591	4599	MX1
