Analytes	EntrezGeneSymbol
X7187.3	PPM1L
X7189.55	CHST3
X7190.50	EPHA4
X7192.37	IFNLR1
X7193.98	PCDHAC1
X7194.36	NPTN
X7195.119	EPHA7
X7196.21	IFNW1
X7197.2	DNAJC15
X7198.197	FAM20B
X7199.3	SYN3
X7200.4	LRFN2
X7201.5	ISCU
X7202.107	SEMA6C
X7203.125	RFNG
X7204.1	CEACAM21
X7206.20	FBP1
X7207.4	IK
X7208.60	MGAT4C
X7210.25	APLP1
X7211.2	RNASE1
X7215.18	CYB5R3
X7218.87	ATP1B2
X7219.152	HSPA1A
X7221.56	CKAP4
X7223.60	S100A13
X7224.11	TRAT1
X7225.51	MMGT1
X7227.75	COCH
X7228.2	ST6GALNAC6
X7231.37	TMPRSS11A
X7233.73	P2RX6
X7234.12	COLGALT2
X7239.9	GSTM1
X7240.2	MBTPS1
X7241.12	CD247
X7242.14	VSTM4
X7243.8	IFNB1
X7244.16	IGFLR1
X7245.2	CELF2
X7246.4	FREM2
X7247.1	GORAB
X7249.307	BCL2L10
X7249.37	BCL2L10
X7251.64	C1QTNF3
X7253.6	QKI
X7257.18	PTH2
X7258.5	PRG2
X7262.191	CHST14
X7265.32	OSTN
X7266.4	SERPINA9
X7267.2	SPTLC2
X7268.12	IFNA4
X7551.33	LRRC32
X7624.19	ANK2
X7625.27	YWHAQ
X7628.40	CRELD1
X7638.30	LMAN2
X7648.9	MYBPC1
X7655.11	NPPB
X7660.21	TPM4
X7693.13	TNFRSF10B
X7695.106	SQSTM1
X7696.3	NBR1
X7713.102	FMR1
X7713.50	FMR1
X7717.95	CFTR
X7721.81	FMR1
X7732.45	VAMP4
X7735.17	SERPINF1
X7736.28	OPALIN
X7737.76	ITGB6
X7738.299	STX2
X7740.33	FATE1
X7741.111	RTF1
X7742.11	RNF148
X7743.5	TIMM50
X7744.10	LRP12
X7745.3	CISD1
X7747.47	NDUFB11
X7748.11	NDUFV2
X7751.121	SFRP2
X7752.31	CLEC4D
X7753.21	HTATIP2
X7754.11	JAG1
X7755.37	ITGB5
X7756.37	KLRF1
X7757.5	HLA-DQA2
X7758.217	RNF215
X7761.125	CHKB
X7763.25	CDH11
X7765.15	ITM2A
X7766.25	ZP4
X7767.1	CLPSL2
X7768.10	CPM
X7769.29	SH3BP2
X7770.25	NFU1
X7773.20	KIR2DL2
X7775.15	KLK11
X7776.20	UNC5B
X7778.104	CARD19
X7779.86	CHST11
X7780.34	MZB1
X7782.34	EDDM3B
X7784.1	KNG1
X7785.1	EFNB3
X7786.83	CLEC2B
X7787.25	LILRA5
X7788.1	ATP5PF
X7789.182	PRDX4
X7790.21	LIF
X7792.58	CCDC90B
X7795.14	KLRC3
X7796.10	CD79A
X7797.11	CCDC167
X7799.3	KIR2DL5A
X7803.4	CHST1
X7805.52	GOSR1
X7806.33	B4GALT7
X7808.5	GLCE
X7809.22	SPATA9
X7810.20	C1QTNF5
X7812.11	S100A9
X7813.6	ALPP
X7815.49	IGFBPL1
X7818.101	GBP6
X7821.6	C1D
X7822.11	PLAAT2
X7823.22	ST6GALNAC2
X7824.88	MSRB3
X7825.7	ABHD12
X7826.1	DCLK3
X7827.20	ADAM32
X7831.39	RBP4
X7832.181	PDIA3
X7835.2	BNIP3L
X7838.27	SMR3A
X7839.99	TAFA3
X7840.64	LGMN
X7841.84	ESAM
X7842.52	SERF1A
X7846.44	PSG11
X7849.3	QPCT
X7850.1	COX4I2
X7851.30	ANKRD46
X7852.9	MTIF3
X7853.19	SCO1
X7854.38	NCR3LG1
X7856.51	FAM151A
X7857.22	NTS
X7859.21	PCDHGC3
X7860.9	HERC4
X7861.9	ROR2
X7863.50	PGRMC1
X7864.3	SIGLEC8
X7865.126	PLAAT3
X7866.11	DNAJC30
X7867.154	ST6GALNAC1
X7870.8	CNDP1
X7871.16	TMEM132A
X7873.32	TSSK2
X7875.86	PLEK
X7878.2	SEC61B
X7879.12	CYP3A4
X7880.9	PSMA1
X7881.244	PARP16
X7882.31	SLAMF7
X7885.17	CFHR5
X7886.26	SPTLC1
X7887.57	COX5B
X7888.58	COA3
X7890.68	DPP10
X7891.45	UGT1A6
X7892.132	FAM234B
X7893.19	OLR1
X7894.155	FGF3
X7895.108	MRAP
X7897.75	DLG3
X7898.29	MDM1
X7903.18	VAMP3
X7905.30	HP
X7909.37	SHBG
X7910.41	LRFN1
X7911.29	SCN4B
X7915.31	APLP2
X7916.10	S100A7
X7917.17	CPD
X7918.114	AMY1A
X7919.278	FAM3D
X7920.30	ST8SIA2
X7921.65	FJX1
X7922.5	ADM
X7923.41	SEMA4C
X7924.7	CD3G
X7925.18	SMCO2
X7926.13	SPINT3
X7927.16	ST6GALNAC5
X7928.183	TPST1
X7930.3	EXOSC1
X7932.23	SYT8
X7933.75	ADAM22
X7934.11	NDRG4
X7935.26	LARGE1
X7939.1	SLC66A1L
X7943.16	CUZD1
X7944.1	KIR3DL3
X7945.10	SEMA6A
X7947.19	TEPSIN
X7948.129	GLTPD2
X7950.142	BTNL9
X7951.146	FCRL2
X7952.2	VTI1A
X7953.20	SLAMF1
X7955.195	ITIH1
X7956.11	MICOS10
X7957.2	SCG3
X7958.15	KIRREL2
X7959.34	CDH7
X7960.53	POTEG
X7962.11	SPINK8
X7965.25	HBQ1
X7967.38	POTEM
X7968.15	CRTAM
X7969.163	WFDC11
X7970.315	ART3
X7975.97	UNC5A
X7976.19	FRRS1L
X7980.72	B3GNT2
X7981.230	B3GALT6
X7982.10	MRPL32
X7983.1	PCDHGC5
X7986.98	NAALAD2
X7991.54	IQCF1
X7993.23	ASTL
X7994.41	ERO1B
X7995.16	VWC2L
X7997.118	DOC2B
X7999.23	ENTPD1
X8000.17	KIR2DL5A
X8002.27	TMPRSS5
X8003.57	LGI3
X8004.15	GAPDHS
X8005.1	MXRA7
X8006.12	DNAJB12
X8007.19	CTSB
X8008.28	HRK
X8009.121	SURF1
X8011.96	ACP7
X8013.9	LMAN2L
X8014.359	MANEA
X8016.19	DNAJC4
X8017.23	FOXRED1
X8018.43	VSIG2
X8019.73	STMN3
X8021.59	MRPL14
X8024.64	TPST2
X8028.22	SPINK5
X8032.23	MCCD1
X8033.1	DNAJC18
X8034.6	DRGX
X8035.6	C1orf198
X8036.75	FSHB
X8037.53	DNAJB14
X8038.41	NSDHL
X8039.41	FAM177A1
X8040.9	LEMD1
X8042.88	SPINK9
X8043.153	COMP
X8044.90	XG
X8045.3	KIR3DL3
X8046.9	LGALS1
X8048.9	FTMT
X8051.10	AGGF1
X8052.115	NLGN1
X8053.16	DNAJB14
X8055.33	DGCR2
X8059.1	THPO
X8060.7	NRG2
X8061.102	FAM171B
X8062.15	EVA1B
X8064.125	PVR
X8065.245	PATE4
X8066.38	SYT9
X8067.21	KCNE3
X8068.43	MYORG
X8069.85	CD3E
X8070.88	DLG4
X8071.114	PCDHB7
X8073.3	CD84
X8074.32	TMEM70
X8076.4	SPACA3
X8079.39	EID3
X8080.24	MSMP
X8081.55	PLD5
X8086.49	ITM2B
X8087.250	RNF13
X8088.56	C1orf210
X8089.173	NR4A1
X8091.16	MASP1
X8092.29	IL6R
X8093.13	MYORG
X8094.20	CISD2
X8095.213	PPIF
X8097.77	LIPN
X8098.37	TBXAS1
X8099.42	SPON2
X8100.15	ADM2
X8102.239	RHEX
X8104.21	IL10RA
X8106.15	SSR1
X8107.12	TMEM234
X8219.14	ZG16
X8220.15	FAM241B
X8221.19	MIF
X8222.49	CDHR3
X8225.86	EPHB2
X8229.1	GXYLT1
X8231.122	FLT1
X8232.90	JAML
X8233.2	ITIH5
X8235.48	CHGB
X8236.8	C18orf32
X8237.56	SOSTDC1
X8239.223	BCHE
X8240.207	GPNMB
X8242.9	CLEC2L
X8243.55	SPINK1
X8244.16	FUT8
X8245.27	ICAM5
X8246.9	PCSK9
X8248.222	SIGLEC14
X8249.124	ALK
X8250.2	PTPRJ
X8252.2	NOTUM
X8253.2	POMGNT1
X8255.34	IRAG1
X8257.71	OXT
X8258.22	UXS1
X8261.51	STOM
X8262.20	APOD
X8263.64	TYMSOS
X8264.43	DLL1
X8268.98	HS3ST3A1
X8269.327	ARSK
X8272.22	HSD17B7
X8273.84	IL31RA
X8274.64	STX7
X8275.31	PEAR1
X8280.238	VTN
X8285.64	ADCYAP1
X8287.17	CD300E
X8288.27	APOH
X8289.8	GPNMB
X8295.16	OLFM2
X8296.117	POGLUT3
X8297.8	DNAJC10
X8299.66	LILRA4
X8300.82	PEX14
X8303.102	MYG1
X8304.50	TNFRSF11B
X8305.18	SULF2
X8306.54	PRRG1
X8307.47	C11orf68
X8309.12	HYAL1
X8310.6	ZG16B
X8312.139	CMPK1
X8314.71	GNS
X8315.5	DEFB119
X8318.13	SPRED1
X8320.5	SLTM
X8321.27	ZNF843
X8323.163	TFF3
X8325.37	ADH4
X8326.63	SIGIRR
X8327.26	DPEP2
X8328.9	ETNK1
X8329.166	CDH12
X8330.1	LRP11
X8334.65	TCP11
X8336.267	GRAMD1C
X8337.65	PTPRU
X8340.9	DEFB110
X8343.224	PAPOLG
X8345.27	GPX7
X8346.9	DPP7
X8347.222	DEFB129
X8348.4	EPHB2
X8351.17	PRSS57
X8352.26	SIGLEC12
X8353.15	SCN2B
X8355.80	ISM1
X8356.88	OXT
X8357.43	SULT4A1
X8358.30	PRDX3
X8359.149	STK17B
X8360.169	NCR1
X8363.18	ELAPOR2
X8364.74	UST
X8366.19	C1orf115
X8367.142	VSIG1
X8368.102	TNFRSF1B
X8369.102	DAG1
X8372.29	CDHR1
X8376.25	LHB
X8378.3	LDOC1
X8380.244	DLK1
X8382.47	MAPKAPK5
X8383.20	C11orf94
X8385.248	HGFAC
X8386.11	PATE1
X8388.24	SPAST
X8389.8	LRRC74A
X8390.25	COX7A1
X8391.12	DEFB115
X8393.121	CTSF
X8394.56	RNASE2
X8396.42	FAAH2
X8397.147	QSOX2
X8398.277	RARRES1
X8399.6	STK17B
X8400.74	GRP
X8403.18	FASN
X8404.102	BOLA2
X8405.108	ADAM10
X8406.17	IGF1
X8407.84	NOTCH2
X8409.3	RSPO2
X8418.30	CTNNB1
X8424.269	CTNNB1
X8427.118	RSPO3
X8428.102	NTM
X8429.16	AXIN2
X8446.4	ADCYAP1
X8447.11	GHRL
X8450.36	ADCYAP1
X8458.111	SNCA
X8458.16	SNCA
X8459.10	BMP6
X8462.18	GH1
X8463.2	SOD3
X8464.31	RSPO4
X8465.52	CTSH
X8467.9	INHBA|INHBB
X8468.19	KLK3
X8469.41	IGFBP2
X8470.213	RNASEH1
X8474.6	ROR1
X8475.15	MMP7
X8476.11	CHGA
X8479.4	MMP10
X8480.29	EFEMP1
X8484.24	LEP
X8485.7	KEAP1
X8488.33	ITGA2B|ITGB3
X8520.8	ADAM30
X8528.74	ISLR2
X8529.1	TNFRSF10B
X8535.102	DMKN
X8545.14	C17orf78
X8556.5	RETREG1
X8565.160	PLVAP
X8569.147	ARL8B
X8587.21	SPINK14
X8589.13	CDCP1
X8597.1	TMEM9
X8601.167	LRP1
X8606.39	GPNMB
X8620.56	KLK14
X8624.16	UNC5D
X8631.13	ERMAP
X8633.18	RNF128
X8635.283	ZPBP
X8644.46	CTSH
X8645.257	PEX14
X8646.61	LRRTM4
X8653.132	DNAJC4
X8654.13	ADAM10
X8659.68	MPIG6B
X8660.33	OLFML3
X8660.5	OLFML3
X8664.36	PKDCC
X8671.378	TRAPPC5
X8681.93	PGRMC2
X8686.342	HIKESHI
X8687.26	TMEM106B
X8690.25	CAV3
X8696.15	GAL3ST1
X8697.38	GPC1
X8700.325	GALNT11
X8702.42	OSCAR
X8748.45	CD74
X8749.194	CD1D
X8750.46	VCL
X8754.5	NMU
X8756.41	KCNE5
X8758.2	PCDHA7
X8759.29	A4GALT
X8760.10	DCUN1D5
X8762.38	CD70
X8766.29	LILRA5
X8767.44	ECE1
X8768.4	BCL10
X8772.5	EFNB2
X8773.172	EMILIN3
X8775.61	FAM24B
X8776.10	ERLIN1
X8778.3	NOG
X8780.2	PCDH10
X8784.7	ABRAXAS1
X8785.1	ARMC5
X8786.6	FAM171B
X8790.6	ARSA
X8791.151	CA5A
X8794.13	DPEP1
X8795.48	TFRC
X8800.14	TTC17
X8803.61	NECTIN1
X8804.39	COL20A1
X8807.13	SNX1
X8810.26	HEPACAM
X8811.24	BAMBI
X8813.160	TXN
X8815.1	OLFML1
X8817.29	CENPV
X8818.13	IFNGR2
X8819.3	IGFBP2
X8825.4	PILRA
X8828.21	ESRP1
X8830.29	ABRAXAS2
X8832.55	BST2
X8833.20	TNFSF10
X8834.58	CANX
X8837.8	MFAP3L
X8838.10	GOLM2
X8839.4	MTX2
X8840.61	C1S
X8841.65	CILP2
X8842.16	GRAMD1C
X8843.34	MYRF
X8845.2	ADAMTS3
X8850.5	PLA2G2C
X8851.42	FAM171B
X8852.10	SUN3
X8853.2	CLEC4A
X8854.59	RRM2B
X8858.21	BATF3
X8859.51	CA11
X8863.3	PIK3R1
X8864.59	CENPW
X8866.53	QPCTL
X8867.18	PAEP
X8869.5	BTN2A1
X8870.38	NPM1
X8871.14	NUDC
X8872.1	SEC61G
X8874.53	CLN5
X8876.51	NRXN2
X8877.22	EVA1C
X8878.48	YTHDC1
X8882.1	ADAM17
X8885.6	CACNA2D3
X8887.21	NUDC
X8888.33	SMIM9
X8889.5	CCPG1
X8890.9	TMEM132B
X8891.7	CPVL
X8892.14	PEAR1
X8893.29	PARP1
X8894.80	HNRNPAB
X8897.3	LRRC37A2
X8899.75	UGT1A8
X8900.28	NEO1
X8901.40	YWHAG
X8903.1	COX6C
X8905.20	KCNMB3
X8906.60	LRTM2
X8907.11	UGT2A1
X8908.14	KCNE5
X8913.22	SIGLEC11
X8916.32	STIM1
X8918.64	PTK2B
X8921.139	PABPN1
X8922.4	TMCC3
X8923.94	GALNT16
X8924.55	CALY
X8925.25	RRM2B
X8927.6	STMP1
X8929.7	BDP1
X8931.124	G0S2
X8932.1	ENTPD6
X8933.84	MEF2C
X8935.22	ABCC6
X8941.4	NLGN3
X8942.2	MRPL21
X8945.7	ABRAXAS2
X8946.38	NR1H4
X8948.13	ADAM19
X8950.4	CLCA2
X8951.162	CSPG4
X8952.65	CSF3
X8953.47	HDGF
X8954.30	MAP4K1
X8955.60	GLT8D1
X8956.96	SCARF2
X8957.72	ERLEC1
X8958.51	CHL1
X8959.61	ADAM17
X8960.3	ERAP2
X8962.48	RPS6KB1
X8963.8	VTI1B
X8967.6	DUSP26
X8969.49	CD14
X8970.9	RIPK2
X8971.9	NRXN1
X8973.23	FCRL4
X8974.172	COL15A1
X8975.26	CNOT9
X8976.13	B4GALNT1
X8978.30	MAP4K3
X8980.19	CD200R1L
X8982.65	THBS3
X8983.7	GOLM1
X8984.28	LRCH4
X8985.13	SERAC1
X8986.2	PHGDH
X8989.40	SCUBE1
X8991.115	FCRL4
X8992.1	CEMIP2
X8993.151	RIPK2
X8994.65	SLAMF8
X8997.4	NPTXR
X8998.15	HS3ST4
X8999.19	CEACAM3
X9000.177	SLC3A1
X9002.36	SERPINA11
X9003.99	MARCO
X9004.24	LDLRAD4
X9005.16	PLXNA1
X9008.6	PRRG1
X9012.1	PRPF6
X9013.60	NTN1
X9014.18	TMEM25
X9015.1	PRG3
X9016.12	NR1H2
X9017.58	LCT
X9018.38	PCDH10
X9021.1	HAVCR1
X9022.49	DEFB132
X9025.5	AHSP
X9026.40	BTNL8
X9027.10	NLGN2
X9028.5	MTPAP
X9030.56	NDUFAF8
X9032.30	ROS1
X9035.2	MXI1
X9037.1	STX18
X9038.12	JTB
X9039.47	TOR1AIP1
X9040.144	EPDR1
X9043.7	TFIP11
X9044.1	CNTNAP5
X9045.3	SLC27A2
X9049.2	SLC16A3
X9050.170	RSRP1
X9051.13	IL32
X9053.16	CRIP2
X9055.81	MYZAP
X9057.19	ADRM1
X9058.1	TIMM21
X9059.14	RAPGEF5
X9060.27	IGSF9B
X9061.3	ARHGEF10
X9064.12	RNF215
X9065.28	TXLNA
X9068.17	JAKMIP3
X9070.1	C17orf67
X9074.6	FAXDC2
X9075.121	MINAR1
X9076.25	PENK
X9077.10	MAN1A2
X9078.207	SNTB1
X9081.39	SLC30A3
X9082.25	SEL1L2
X9083.35	SIRPA
X9086.95	SCGB2A1
X9087.8	NHLRC3
X9089.77	JPH3
X9090.9	SYTL4
X9092.33	ANGPTL1
X9094.5	CLEC4C
X9095.5	MTFR1
X9096.80	IRAG2
X9097.5	ELAPOR1
X9099.19	SYT5
X9100.32	C5orf46
X9102.28	ZFYVE27
X9106.87	LYSMD4
X9107.59	ARMC10
X9110.2	SYT17
X9111.40	JPH4
X9114.84	UMODL1
X9115.78	ADAMDEC1
X9116.28	HEPACAM2
X9117.4	IL36G
X9118.7	PSD2
X9121.28	FUT2
X9123.18	CBARP
X9125.23	MASP1
X9126.171	NT5DC3
X9127.4	SLC26A5
X9128.34	FLRT3
X9168.31	CCL26
X9169.14	SUMO3
X9170.24	IL17A
X9171.11	CSRP3
X9172.69	MMP8
X9173.21	PGM1
X9175.48	DSCAM
X9176.3	MUC1
X9177.6	FAM3B
X9178.30	NRG1
X9180.6	IFNGR2
X9182.3	LRP1
X9183.7	IFNAR1
X9185.15	TFF1
X9187.2	HMGN1
X9188.119	CXCL9
X9190.7	CD63
X9191.8	TFF2
X9196.8	LGALS7
X9197.4	LGALS9
X9199.6	UBE2G2
X9201.13	TAGLN2
X9202.309	ATP5PO
X9204.33	POMC
X9207.60	CRYZL1
X9211.19	SERPINF1
X9212.22	CTSF
X9213.24	FTCD
X9215.117	USP25
X9216.100	PLXNB2
X9218.7	FAS
X9219.70	NENF
X9220.7	EPHB3
X9221.6	ITPRIPL1
X9223.11	MANF
X9224.20	PRLR
X9226.6	TMUB2
X9229.9	CTRL
X9231.23	BPNT2
X9232.1	ROBO4
X9233.71	TFPI2
X9234.8	TWSG1
X9235.3	PLXDC1
X9241.40	SIRPG
X9242.11	BTC
X9243.10	LYG1
X9244.27	PPT1
X9245.1	KIR2DL4
X9248.36	MYDGF
X9249.17	TMEM9
X9250.87	DEFA1
X9251.28	MAN2B2
X9253.52	ABO
X9254.18	FCER1A
X9255.5	IL17C
X9256.78	NPTX1
X9257.14	TACO1
X9259.35	TNFRSF21
X9261.14	EPHB6
X9263.57	SIAE
X9264.11	CTSO
X9265.10	GLIPR1
X9266.1	TREM1
X9269.7	BTD
X9271.101	STIM1
X9275.2	SIGLEC5
X9276.7	CPA2
X9277.16	REG3A
X9278.9	CXCL12
X9279.7	IGSF11
X9282.12	CRISP2
X9283.8	CD44
X9284.25	SFRP4
X9287.6	SPR
X9288.7	FKBP7
X9290.8	RMDN3
X9294.45	MFAP2
X9296.15	PTPRD
X9297.12	B3GNT8
X9300.13	NECTIN1
X9302.90	GADD45GIP1
X9303.9	ICOSLG
X9305.89	IFNGR2
X9306.7	DEFB118
X9310.2	CD8B
X9312.8	AZGP1
X9313.27	CBLN1
X9315.16	MUL1
X9316.67	WFDC1
X9317.4	LRRC25
X9319.59	TMED4
X9321.400	NMB
X9326.33	ITIH2
X9327.3	LYPD1
X9329.28	TREML1
X9332.6	DEFB136
X9333.59	ERP27
X9337.43	TAC1
X9339.204	FKBP2
X9340.17	FKBP14
X9341.1	PDGFD
X9343.16	IL2RB
X9345.436	WFDC13
X9348.1	C1RL
X9350.3	FSTL4
X9357.4	CREG1
X9359.9	DLK2
X9360.33	EDIL3
X9361.7	PCDHAC2
X9363.11	CT55
X9365.91	EYS
X9366.54	IL21R
X9368.64	LRTM1
X9369.174	LRRC4C
X9370.69	GGH
X9372.157	MPZL2
X9377.25	KITLG
X9378.6	FIBCD1
X9380.2	PLA2G12B
X9383.24	CHI3L2
X9384.17	CAMP
X9385.4	GAA
X9386.42	TTC9B
X9388.18	MCEE
X9391.60	PCSK1N
X9392.43	MGAT4A
X9394.19	CPQ
X9398.30	GALP
X9400.40	LGALS7
X9401.57	TRABD2A
X9402.18	DCBLD1
X9409.11	TPSAB1
X9412.52	ACVR2B
X9416.77	CPM
X9426.73	ID2
X9436.2	ID1
X9443.137	CTSK
X9444.70	DGCR6
X9445.44	C19orf18
X9449.150	C4BPA
X9450.18	CDK2AP1
X9451.20	UMOD
X9453.12	VEGFB
X9456.34	IL22RA2
X9457.3	CAV2
X9459.7	FAS
X9461.2	ICAM4
X9468.8	LMAN2
X9470.15	METTL24
X9474.22	ASGR2
X9475.22	GPX5
X9478.69	PRPSAP1
X9482.110	NUDT9
X9484.75	DSG2
X9486.13	DEFB125
X9487.60	GHRH
X9490.3	FAM241A
X9495.10	CXCL17
X9503.1	NMS
X9504.19	RAB27A
X9506.10	APOL1
X9509.4	TMEM38B
X9511.61	NXPH2
X9513.9	FGF22
X9514.46	EFCAB14
X9518.95	PLA1A
X9522.3	AIFM1
X9523.34	ITM2C
X9524.46	SPATA31D4
X9525.1	PTK7
X9526.3	CLPSL1
X9531.24	LST1
X9532.5	WBP1L
X9536.16	EDDM3A
X9541.15	B3GALT1
X9543.131	COG8
X9544.24	C7orf69
X9545.156	GZMK
X9547.29	EMID1
X9550.153	TTC17
X9557.5	MANSC1
X9561.21	VCAN
X9565.6	PAWR
X9568.289	FCAMR
X9569.14	SCARA3
X9573.108	TXNDC11
X9576.58	MNX1
X9577.26	SYT2
X9578.263	MANSC4
X9579.59	PRRG4
X9580.5	LAMC2
X9581.4	PRPF6
X9582.93	SUSD1
X9583.17	RNF24
X9585.80	CLMP
X9590.10	COX7A2L
X9594.30	SLC30A5
X9595.11	B4GALT2
X9598.23	CSMD1
X9599.6	PIANP
X9600.55	THSD7A
X9603.9	IL22RA1
X9604.14	CDH11
X9606.4	NUP210L
X9607.39	PRR27
X9609.25	ZNF275
X9627.15	VIT
X9638.2	TIGIT
X9713.67	PDGFRL
X9715.15	IGSF3
X9719.145	MMP16
X9723.105	MMRN2
X9728.4	CCNB1IP1
X9730.22	GHDC
X9735.44	CD96
X9738.7	FAF2
X9739.4	MSH2
X9742.59	DDX39B
X9744.139	DNAJA4
X9745.20	EIF4E2
X9747.48	MARK3
X9748.31	GSTM3
X9749.190	LCP1
X9750.7	S100A4
X9751.72	YBX1
X9753.17	EZR
X9754.33	NQO2
X9756.6	TAGLN
X9757.29	ENAH
X9758.17	RPS4X
X9759.13	IDO1
X9760.13	MAPK9
X9761.89	LDHA
X9762.14	VASP
X9764.79	HNRNPF
X9765.4	NDE1
X9767.22	RIPPLY1
X9768.5	IL10RA
X9769.48	DNER
X9772.153	NLGN2
X9773.15	RNF149
X9774.59	RNF150
X9778.45	TMEM52B
X9779.63	HERPUD2
X9783.75	DNAJC11
X9786.310	IER3
X9787.23	COLEC12
X9789.52	SYNE2
X9790.28	BRSK2
X9793.145	IGDCC4
X9794.17	COQ8B
X9795.9	CLN5
X9796.4	CEL
X9800.20	NDUFB8
X9802.27	PNPLA2
X9805.51	SEMA4B
X9808.41	TNRC6B
X9815.5	ARHGAP1
X9816.37	ISOC1
X9819.110	MCL1
X9823.2	DHFR
X9826.135	FHIT
X9828.86	LDHC
X9829.91	SULT2A1
X9830.109	VAV3
X9831.12	G3BP2
X9832.33	HGD
X9834.62	ADH1B
X9835.16	ALDH1A3
X9836.20	DCK
X9837.60	NQO1
X9838.4	SMAD1
X9839.148	TIRAP
X9840.2	CDC42
X9841.197	PAICS
X9842.2	CTNNB1
X9843.5	ACTN1
X9845.33	PARK7
X9846.32	ARHGDIB
X9847.21	TGIF2
X9848.22	CCNH
X9849.13	APEX1
X9850.38	EIF1AX
X9851.9	FABP4
X9853.3	IFIT2
X9854.36	AKR1B1
X9855.10	RHOA
X9857.38	IRF4
X9859.180	SAT1
X9863.1	TPM4
X9864.38	TTC1
X9865.40	UBE2B
X9867.23	FBP2
X9869.28	NFKB1
X9870.17	WARS1
X9872.23	CTNNA2
X9873.17	ESRRA
X9874.28	CDKN2B
X9875.107	THOC1
X9876.20	ALDOC
X9877.28	CRKL
X9878.3	SULT1E1
X9880.33	TDO2
X9883.29	GLO1
X9884.8	PPIL1
X9885.41	RAP2A
X9886.28	XRCC4
X9887.40	RBBP6
X9889.42	AFAP1L1
X9890.8	TPM3
X9893.27	OAZ1
X9894.13	MYO6
X9895.77	ERCC4
X9897.9	MCM6
X9898.161	ARID1A
X9899.28	KIF1C
X9900.36	NEFH
X9901.28	EGLN1
X9906.21	SPOCK3
X9907.216	TNKS
X9910.9	MTAP
X9913.4	RRBP1
X9918.23	CALB1
X9923.6	SOS1
X9925.56	SCARF2
X9926.4	S100P
X9927.96	TNS4
X9928.125	CNMD
X9929.16	HSD17B7
X9930.48	GABBR2
X9932.49	SEMA4F
X9933.49	ATP1B4
X9934.29	PITPNA
X9936.27	LNX1
X9937.7	GJA1
X9940.35	DUSP28
X9941.70	PCDHB1
X9942.2	NXT1
X9945.8	ARMC5
X9947.22	TOPBP1
X9950.229	LAG3
X9951.36	FBXL4
X9952.57	TFAM
X9954.2	NPIPB3
X9955.40	RNF148
X9956.7	ADAM15
X9957.9	RNF114
X9959.60	TMEM59L
X9960.2	TBC1D5
X9962.1	CDHR5
X9963.19	PCDHB10
X9964.10	MYZAP
X9969.8	SLC22A16
X9970.7	UBXN4
X9971.5	CSMD2
X9974.8	DLL3
X9979.13	AMIGO1
X9981.18	FAM234B
X9983.97	PRSS35
X9984.12	YIPF6
X9986.14	NPW
X9987.30	LRRC25
X9989.12	LRRC24
X9991.112	EMILIN3
X9993.11	ZNF264
X9994.217	ATP4B
X9995.6	DUT
X9997.12	UBXN4
X9999.1	IRF6
