Analytes	ENSG_ID	Gene	Start	End	CHR	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	NormGroup	Strand	Type
X12696.166	ENSG00000185238	PRMT3	20387558	20509338	11	12696-166	3	SL019815	Protein arginine N-methyltransferase 3	ANM3	O60678	10196	PRMT3	S1	1	protein_coding
X12697.30	ENSG00000150867	PIP4K2A	22534854	22714578	10	12697-30	3	SL010809	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	PI42A	P48426	5305	PIP4K2A	S2	-1	protein_coding
X12698.72	ENSG00000186432	KPNA4	160495007	160565571	3	12698-72	3	SL006395	Importin subunit alpha-3	IMA4	O00629	3840	KPNA4	S1	-1	protein_coding
X12699.28	ENSG00000156261	CCT8	29055805	29073797	21	12699-28	3	SL005763	T-complex protein 1 subunit theta	TCP-1-theta	P50990	10694	CCT8	S2	-1	protein_coding
X12700.9	ENSG00000131473	ACLY	41866917	41930542	17	12700-9	3	SL007279	ATP-citrate synthase	ACLY	P53396	47	ACLY	S1	-1	protein_coding
X12701.1	ENSG00000114784	EIF1B	40309707	40312424	3	12701-1	3	SL019791	Eukaryotic translation initiation factor 1b	EIF1B	O60739	10289	EIF1B	S2	1	protein_coding
X12702.13	ENSG00000139946	PELI2	56117814	56301524	14	12702-13	3	SL019802	E3 ubiquitin-protein ligase pellino homolog 2	PELI2	Q9HAT8	57161	PELI2	S2	1	protein_coding
X12703.6	ENSG00000151414	NEK7	198156994	198322420	1	12703-6	3	SL019810	Serine/threonine-protein kinase Nek7	NEK7	Q8TDX7	140609	NEK7	S2	1	protein_coding
X12704.26	ENSG00000095370	SH2D3C	127738317	127778710	9	12704-26	3	SL009388	SH2 domain-containing protein 3C	SH2D3	Q8N5H7	10044	SH2D3C	S2	-1	protein_coding
X12705.9	ENSG00000103657	HERC1	63608618	63833948	15	12705-9	3	SL019820	Probable E3 ubiquitin-protein ligase HERC1	HERC1	Q15751	8925	HERC1	S1	-1	protein_coding
X12706.2	ENSG00000143776	CDC42BPA	226989865	227318492	1	12706-2	3	SL007478	Serine/threonine-protein kinase MRCK alpha	MRCKA	Q5VT25	8476	CDC42BPA	S2	-1	protein_coding
X12707.26	ENSG00000113657	DPYSL3	147390808	147510068	5	12707-26	3	SL008196	Dihydropyrimidinase-related protein 3	DPYL3	Q14195	1809	DPYSL3	S2	-1	protein_coding
X12708.91	ENSG00000100395	L3MBTL2	41205282	41231271	22	12708-91	3	SL019851	Lethal(3)malignant brain tumor-like protein 2	LMBL2	Q969R5	83746	L3MBTL2	S1	1	protein_coding
X12709.63	ENSG00000184897	H1-10	129314771	129316286	3	12709-63	3	SL008266	Histone H1x	H1X	Q92522	8971	H1-10	S2	-1	protein_coding
X12711.19	ENSG00000121634	GJA8	147902795	147909269	1	12711-19	3	SL007244	Gap junction alpha-8 protein	CXA8	P48165	2703	GJA8	S1	1	protein_coding
X12712.9	ENSG00000140382	HMG20A	77420412	77485607	15	12712-9	3	SL019881	High mobility group protein 20A	HM20A	Q9NP66	10363	HMG20A	S1	1	protein_coding
X12713.365	ENSG00000171700	RGS19	64073181	64079988	20	12713-365	3	SL014816	Regulator of G-protein signaling 19	RGS19	P49795	10287	RGS19	S2	-1	protein_coding
X12714.38	ENSG00000213983	AP1G2	23559565	23568070	14	12714-38	3	SL019896	AP-1 complex subunit gamma-like 2	AP1G2	O75843	8906	AP1G2	S2	-1	protein_coding
X12715.30	ENSG00000151065	DCP1B	1946053	2004535	12	12715-30	3	SL019904	mRNA-decapping enzyme 1B	DCP1B	Q8IZD4	196513	DCP1B	S1	-1	protein_coding
X12716.3	ENSG00000105497	ZNF175	51571283	51592510	19	12716-3	3	SL015364	Zinc finger protein 175	ZN175	Q9Y473	7728	ZNF175	S1	1	protein_coding
X12717.65	ENSG00000103460	TOX3	52436417	52547802	16	12717-65	3	SL019861	TOX high mobility group box family member 3	TOX3	O15405	27324	TOX3	S1	-1	protein_coding
X12718.43	ENSG00000102309	PIN4	72181353	72302926	X	12718-43	3	SL010814	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	PIN4	Q9Y237	5303	PIN4	S2	1	protein_coding
X12720.71	ENSG00000160803	UBQLN4	156035299	156053798	1	12720-71	3	SL019882	Ubiquilin-4	UBQL4	Q9NRR5	56893	UBQLN4	S2	-1	protein_coding
X12721.4	ENSG00000106052	TAX1BP1	27739331	27844564	7	12721-4	3	SL019891	Tax1-binding protein 1	TAXB1	Q86VP1	8887	TAX1BP1	S2	1	protein_coding
X12724.81	ENSG00000099622	CIRBP	1259384	1274880	19	12724-81	3	SL005468	Cold-inducible RNA-binding protein	CIRBP	Q14011	1153	CIRBP	S2	1	protein_coding
X12726.3	ENSG00000133111	RFXAP	36819222	36829104	13	12726-3	3	SL019868	Regulatory factor X-associated protein	RFXAP	O00287	5994	RFXAP	S1	1	protein_coding
X12727.7	ENSG00000134247	PTGFRN	116909916	116990353	1	12727-7	3	SL019877	Prostaglandin F2 receptor negative regulator	FPRP	Q9P2B2	5738	PTGFRN	S2	1	protein_coding
X12729.12	ENSG00000157778	PSMG3	1567332	1571005	7	12729-12	3	SL019892	Proteasome assembly chaperone 3	PSMG3	Q9BT73	84262	PSMG3	S1	-1	protein_coding
X12730.3	ENSG00000080986	NDC80	2571557	2616635	18	12730-3	3	SL006986	Kinetochore protein NDC80 homolog	KNTC2	O14777	10403	NDC80	S2	1	protein_coding
X12731.12	ENSG00000166689	PLEKHA7	16777297	17014415	11	12731-12	3	SL019906	Pleckstrin homology domain-containing family A member 7	PKHA7	Q6IQ23	144100	PLEKHA7	S1	-1	protein_coding
X12732.13	ENSG00000150054	MPP7	28050993	28334486	10	12732-13	3	SL019852	MAGUK p55 subfamily member 7	MPP7	Q5T2T1	143098	MPP7	S2	-1	protein_coding
X12734.112	ENSG00000079616	KIF22	29790727	29805385	16	12734-112	3	SL019869	Kinesin-like protein KIF22	KIF22	Q14807	3835	KIF22	S2	1	protein_coding
X12735.39	ENSG00000009307	CSDE1	114716913	114758676	1	12735-39	3	SL007039	Cold shock domain-containing protein E1	CSDE1	O75534	7812	CSDE1	S1	-1	protein_coding
X12737.12	ENSG00000120756	PLS1	142596393	142713664	3	12737-12	3	SL015520	Plastin-1	PLSI	Q14651	5357	PLS1	S1	1	protein_coding
X12738.43	ENSG00000010322	NISCH	52455118	52493068	3	12738-43	3	SL019897	Nischarin	NISCH	Q9Y2I1	11188	NISCH	S1	1	protein_coding
X12740.55	ENSG00000163497	FEV	218981087	218985184	2	12740-55	3	SL019853	Protein FEV	FEV	Q99581	54738	FEV	S1	-1	protein_coding
X12742.160	ENSG00000137103	TMEM8B	35814451	35865518	9	12742-160	3	SL019870	Transmembrane protein 8B	TMM8B	A6NDV4	51754	TMEM8B	S2	1	protein_coding
X12743.18	ENSG00000166170	BAG5	103556545	103562657	14	12743-18	3	SL015328	BAG family molecular chaperone regulator 5	BAG5	Q9UL15	9529	BAG5	S1	-1	protein_coding
X12746.4	ENSG00000100055	CYTH4	37282027	37315341	22	12746-4	3	SL019898	Cytohesin-4	CYH4	Q9UIA0	27128	CYTH4	S2	1	protein_coding
X12747.89	ENSG00000102317	RBM3	48574449	48581162	X	12747-89	3	SL010231	RNA-binding protein 3	RBM3	P98179	5935	RBM3	S2	1	protein_coding
X12748.6	ENSG00000137948	BRDT	91949343	92014426	1	12748-6	3	SL019854	Bromodomain testis-specific protein	BRDT	Q58F21	676	BRDT	S1	1	protein_coding
X12750.9	ENSG00000160255	ITGB2	44885953	44931989	21	12750-9	3	SL004122	Integrin beta-2	LFA-1 beta-2	P05107	3689	ITGB2	S1	-1	protein_coding
X12751.26	ENSG00000165156	ZHX1	123248451	123275541	8	12751-26	3	SL015327	Zinc fingers and homeoboxes protein 1	ZHX1	Q9UKY1	11244	ZHX1	S1	-1	protein_coding
X12753.6	ENSG00000163697	APBB2	40810027	41216714	4	12753-6	3	SL025795	Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1	APBB2:PID 1	Q92870	323	APBB2	S1	-1	protein_coding
X12754.14	ENSG00000172346	CSDC2	41561010	41577741	22	12754-14	3	SL019899	Cold shock domain-containing protein C2	CSDC2	Q9Y534	27254	CSDC2	S2	1	protein_coding
X12756.3	ENSG00000112182	BACH2	89926528	90296843	6	12756-3	3	SL019855	Transcription regulator protein BACH2	BACH2	Q9BYV9	60468	BACH2	S1	-1	protein_coding
X12758.47	ENSG00000152208	GRID2	92303966	93810157	4	12758-47	3	SL019871	Glutamate receptor ionotropic, delta-2	GRID2	O43424	2895	GRID2	S1	1	protein_coding
X12759.47	ENSG00000129351	ILF3	10654304	10692400	19	12759-47	3	SL004792	Interleukin enhancer-binding factor 3	DRBP76	Q12906	3609	ILF3	S2	1	protein_coding
X12760.34	ENSG00000196391	ZNF774	90352284	90369146	15	12760-34	3	SL019886	Zinc finger protein 774	ZN774	Q6NX45	342132	ZNF774	S1	1	protein_coding
X12761.12	ENSG00000163697	APBB2	40810027	41216714	4	12761-12	3	SL025796	Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 2	APBB2:PID 2	Q92870	323	APBB2	S2	-1	protein_coding
X12763.69	ENSG00000198185	ZNF334	46499630	46513559	20	12763-69	3	SL019908	Zinc finger protein 334	ZN334	Q9HCZ1	55713	ZNF334	S1	-1	protein_coding
X12764.3	ENSG00000155849	ELMO1	36852906	37449223	7	12764-3	3	SL019856	Engulfment and cell motility protein 1	ELMO1	Q92556	9844	ELMO1	S2	-1	protein_coding
X12766.33	ENSG00000257008	GPR142	74367458	74372600	17	12766-33	3	SL019872	Probable G-protein coupled receptor 142	GP142	Q7Z601	350383	GPR142	S1	1	protein_coding
X12768.3	ENSG00000173281	PPP1R3B	9136255	9151574	8	12768-3	3	SL019887	Protein phosphatase 1 regulatory subunit 3B	PPR3B	Q86XI6	79660	PPP1R3B	S1	-1	protein_coding
X12771.19	ENSG00000167384	ZNF180	44474428	44500524	19	12771-19	3	SL011309	Zinc finger protein 180	ZN180	Q9UJW8	7733	ZNF180	S1	-1	protein_coding
X12772.8	ENSG00000110713	NUP98	3671083	3797792	11	12772-8	3	SL019857	Nuclear pore complex protein Nup98-Nup96	NUP98	P52948	4928	NUP98	S2	-1	protein_coding
X12774.12	ENSG00000164588	HCN1	45254948	45696498	5	12774-12	3	SL019873	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1	HCN1	O60741	348980	HCN1	S1	-1	protein_coding
X12775.6	ENSG00000029993	HMGB3	150980509	150990771	X	12775-6	3	SL006995	High mobility group protein B3	HMGB3	O15347	3149	HMGB3	S2	1	protein_coding
X12777.11	ENSG00000168066	SF1	64764606	64778786	11	12777-11	3	SL013086	Splicing factor 1	SF01	Q15637	7536	SF1	S1	-1	protein_coding
X12779.30	ENSG00000110851	PRDM4	107732871	107761272	12	12779-30	3	SL019909	PR domain zinc finger protein 4	PRDM4	Q9UKN5	11108	PRDM4	S1	-1	protein_coding
X12781.2	ENSG00000139546	TARBP2	53500921	53506431	12	12781-2	3	SL014970	RISC-loading complex subunit TARBP2	TRBP2	Q15633	6895	TARBP2	S1	1	protein_coding
X12783.29	ENSG00000099783	HNRNPM	8444767	8489114	19	12783-29	3	SL008807	Heterogeneous nuclear ribonucleoprotein M	HNRPM	P52272	4670	HNRNPM	S2	1	protein_coding
X12784.10	ENSG00000113108	APBB3	140558268	140564781	5	12784-10	3	SL025797	Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 1,Isoform II	APBB3:PID 1	O95704	10307	APBB3	S2	-1	protein_coding
X12785.49	ENSG00000177485	ZBTB33	120250752	120258398	X	12785-49	3	SL009382	Transcriptional regulator Kaiso	KAISO	Q86T24	10009	ZBTB33	S1	1	protein_coding
X12786.61	ENSG00000125772	GPCPD1	5544404	5611006	20	12786-61	3	SL015257	Glycerophosphocholine phosphodiesterase GPCPD1	GDE5	Q9NPB8	56261	GPCPD1	S2	-1	protein_coding
X12787.47	ENSG00000213762	ZNF134	57614233	57624724	19	12787-47	3	SL014834	Zinc finger protein 134	ZN134	P52741	7693	ZNF134	S1	1	protein_coding
X12788.6	ENSG00000176476	SGF29	28553915	28591790	16	12788-6	3	SL019859	SAGA-associated factor 29 homolog	SGF29	Q96ES7	112869	SGF29	S1	1	protein_coding
X12790.10	ENSG00000164051	CCDC51	48432164	48440456	3	12790-10	3	SL019874	Coiled-coil domain-containing protein 51	CCD51	Q96ER9	79714	CCDC51	S1	-1	protein_coding
X12793.4	ENSG00000125207	PIWIL1	130337887	130372637	12	12793-4	3	SL019894	Piwi-like protein 1	PIWL1	Q96J94	9271	PIWIL1	S1	1	protein_coding
X12794.6	ENSG00000160505	NLRP4	55836540	55881855	19	12794-6	3	SL019902	NACHT, LRR and PYD domains-containing protein 4	NALP4	Q96MN2	147945	NLRP4	S1	1	protein_coding
X12795.2	ENSG00000186017	ZNF566	36445119	36489902	19	12795-2	3	SL019910	Zinc finger protein 566	ZN566	Q969W8	84924	ZNF566	S1	-1	protein_coding
X12796.44	ENSG00000272325	NUDT3	34279679	34392669	6	12796-44	3	SL019860	Diphosphoinositol polyphosphate phosphohydrolase 1	NUDT3	O95989	11165	NUDT3	S2	-1	protein_coding
X12798.46	ENSG00000050438	SLC4A8	51391317	51515763	12	12798-46	3	SL019875	Electroneutral sodium bicarbonate exchanger 1	S4A8	Q2Y0W8	9498	SLC4A8	S1	1	protein_coding
X12799.65	ENSG00000115137	DNAJC27	24943636	24972094	2	12799-65	3	SL019880	DnaJ homolog subfamily C member 27	DJC27	Q9NZQ0	51277	DNAJC27	S1	-1	protein_coding
X12800.5	ENSG00000179636	TPPP2	21024109	21036276	14	12800-5	3	SL019890	Tubulin polymerization-promoting protein family member 2	TPPP2	P59282	122664	TPPP2	S2	1	protein_coding
X12801.33	ENSG00000168310	IRF2	184385702	184474558	4	12801-33	3	SL019895	Interferon regulatory factor 2	IRF2	P14316	3660	IRF2	S2	-1	protein_coding
X12803.9	ENSG00000181894	ZNF329	58126248	58155110	19	12803-9	3	SL019911	Zinc finger protein 329	ZN329	Q86UD4	79673	ZNF329	S1	-1	protein_coding
X12804.5	ENSG00000101216	GMEB2	63587602	63627101	20	12804-5	3	SL019919	Glucocorticoid modulatory element-binding protein 2	GMEB2	Q9UKD1	26205	GMEB2	S2	-1	protein_coding
X12807.89	ENSG00000186517	ARHGAP30	161046946	161069970	1	12807-89	3	SL019940	Rho GTPase-activating protein 30	RHG30	Q7Z6I6	257106	ARHGAP30	S2	-1	protein_coding
X12808.103	ENSG00000153048	CARHSP1	8852942	8869012	16	12808-103	3	SL013301	Calcium-regulated heat-stable protein 1	CHSP1	Q9Y2V2	23589	CARHSP1	S2	-1	protein_coding
X12811.55	ENSG00000170954	ZNF415	53107879	53133077	19	12811-55	3	SL019912	Zinc finger protein 415	ZN415	Q09FC8	55786	ZNF415	S1	-1	protein_coding
X12812.25	ENSG00000170634	ACYP2	53970838	54305300	2	12812-25	3	SL009425	Acylphosphatase-2	ACYP2	P14621	98	ACYP2	S2	1	protein_coding
X12813.18	ENSG00000115504	EHBP1	62673851	63046487	2	12813-18	3	SL006654	EH domain-binding protein 1	EHBP1	Q8NDI1	23301	EHBP1	S1	1	protein_coding
X12814.17	ENSG00000185946	RNPC3	103525691	103555239	1	12814-17	3	SL019933	RNA-binding protein 40	RBM40	Q96LT9	55599	RNPC3	S1	1	protein_coding
X12815.9	ENSG00000196305	IARS1	92210207	92293854	9	12815-9	3	SL008104	Isoleucine--tRNA ligase, cytoplasmic	SYIC	P41252	3376	IARS1	S1	-1	protein_coding
X12817.1	ENSG00000164949	GEM	94249253	94262350	8	12817-1	3	SL019954	GTP-binding protein GEM	GEM	P55040	2669	GEM	S2	-1	protein_coding
X12818.159	ENSG00000132874	SLC14A2	45212995	45683688	18	12818-159	3	SL019965	Urea transporter 2	UT2	Q15849	8170	SLC14A2	S2	1	protein_coding
X12820.1	ENSG00000154016	GRAP	19020656	19047011	17	12820-1	3	SL019920	GRB2-related adapter protein	GRAP	Q13588	10750	GRAP	S1	-1	protein_coding
X12821.6	ENSG00000182261	NLRP10	7957537	7965447	11	12821-6	3	SL019926	NACHT, LRR and PYD domains-containing protein 10	NAL10	Q86W26	338322	NLRP10	S1	-1	protein_coding
X12822.34	ENSG00000166313	APBB1	6395125	6419414	11	12822-34	3	SL025793	Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 1	APBB1:PID 1	O00213	322	APBB1	S1	-1	protein_coding
X12825.18	ENSG00000157500	APPL1	57227726	57278105	3	12825-18	3	SL019955	DCC-interacting protein 13-alpha	DP13A	Q9UKG1	26060	APPL1	S2	1	protein_coding
X12826.5	ENSG00000105641	SLC5A5	17871945	17895174	19	12826-5	3	SL019966	Sodium/iodide cotransporter	SC5A5	Q92911	6528	SLC5A5	S1	1	protein_coding
X12827.37	ENSG00000138835	RGS3	113444731	113597743	9	12827-37	3	SL014817	Regulator of G-protein signaling 3	RGS3	P49796	5998	RGS3	S1	1	protein_coding
X12830.4	ENSG00000150459	SAP18	21140119	21149097	13	12830-4	3	SL019934	Histone deacetylase complex subunit SAP18	SAP18	O00422	10284	SAP18	S2	1	protein_coding
X12831.21	ENSG00000088992	TESC	117038923	117099479	12	12831-21	3	SL015132	Calcineurin B homologous protein 3	TESC	Q96BS2	54997	TESC	S2	-1	protein_coding
X12832.10	ENSG00000129691	ASH2L	38105493	38144076	8	12832-10	3	SL019949	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L	Q9UBL3	9070	ASH2L	S1	1	protein_coding
X12834.3	ENSG00000162975	KCNF1	10911934	10914225	2	12834-3	3	SL019967	Potassium voltage-gated channel subfamily F member 1	KCNF1	Q9H3M0	3754	KCNF1	S1	1	protein_coding
X12835.101	ENSG00000169900	PYDC1	31215962	31217135	16	12835-101	3	SL019914	Pyrin domain-containing protein 1	PYDC1	Q8WXC3	260434	PYDC1	S1	-1	protein_coding
X12838.28	ENSG00000149599	DUSP15	31847637	31870664	20	12838-28	3	SL019935	Dual specificity protein phosphatase 15	DUS15	Q9H1R2	128853	DUSP15	S1	-1	protein_coding
X12842.43	ENSG00000104915	STX10	13144058	13150383	19	12842-43	3	SL019968	Syntaxin-10	STX10	O60499	8677	STX10	S2	-1	protein_coding
X12843.6	ENSG00000119725	ZNF410	73886617	73932521	14	12843-6	3	SL019915	Zinc finger protein 410	ZN410	Q86VK4	57862	ZNF410	S1	1	protein_coding
X12844.10	ENSG00000156735	BAG4	38176533	38213301	8	12844-10	3	SL006067	BAG family molecular chaperone regulator 4	BAG4	O95429	9530	BAG4	S1	1	protein_coding
X12845.18	ENSG00000115234	SNX17	27370496	27377535	2	12845-18	3	SL011225	Sorting nexin-17	SNX17	Q15036	9784	SNX17	S2	1	protein_coding
X12846.3	ENSG00000118564	FBXL5	15604381	15681679	4	12846-3	3	SL019936	F-box/LRR-repeat protein 5	FBXL5	Q9UKA1	26234	FBXL5	S1	-1	protein_coding
X12847.27	ENSG00000111880	RNGTT	88609897	88963618	6	12847-27	3	SL019942	mRNA-capping enzyme	MCE1	O60942	8732	RNGTT	S1	-1	protein_coding
X12848.9	ENSG00000116584	ARHGEF2	155946851	156007070	1	12848-9	3	SL019951	Rho guanine nucleotide exchange factor 2	ARHG2	Q92974	9181	ARHGEF2	S2	-1	protein_coding
X12849.25	ENSG00000100744	GSKIP	96363452	96387288	14	12849-25	3	SL019958	GSK3-beta interaction protein	GSKIP	Q9P0R6	51527	GSKIP	S1	1	protein_coding
X12851.5	ENSG00000122678	POLM	44072062	44082530	7	12851-5	3	SL019921	DNA-directed DNA/RNA polymerase mu	DPOLM	Q9NP87	27434	POLM	S1	-1	protein_coding
X12853.112	ENSG00000128872	TMOD2	51751597	51816363	15	12853-112	3	SL019937	Tropomodulin-2	TMOD2	Q9NZR1	29767	TMOD2	S2	1	protein_coding
X12854.3	ENSG00000007866	TEAD3	35473597	35497079	6	12854-3	3	SL019943	Transcriptional enhancer factor TEF-5	TEAD3	Q99594	7005	TEAD3	S1	-1	protein_coding
X12855.16	ENSG00000087589	CASS4	56412112	56460387	20	12855-16	3	SL011299	Cas scaffolding protein family member 4	CT032	Q9NQ75	57091	CASS4	S2	1	protein_coding
X12856.14	ENSG00000155755	TMEM237	201620184	201643570	2	12856-14	3	SL019959	Transmembrane protein 237	TM237	Q96Q45	65062	TMEM237	S1	-1	protein_coding
X12859.33	ENSG00000198721	ECI2	4115693	4135597	6	12859-33	3	SL007038	Enoyl-CoA delta isomerase 2, mitochondrial	PECI	O75521	10455	ECI2	S1	-1	protein_coding
X12860.7	ENSG00000172995	ARPP21	35638945	35794496	3	12860-7	3	SL006617	cAMP-regulated phosphoprotein 21	cAMP-regulated phosphoprotein 21	Q9UBL0	10777	ARPP21	S1	1	protein_coding
X12861.13	ENSG00000138594	TMOD3	51829628	51947295	15	12861-13	3	SL006759	Tropomodulin-3	TMOD3	Q9NYL9	29766	TMOD3	S2	1	protein_coding
X12862.14	ENSG00000111859	NEDD9	11183298	11382348	6	12862-14	3	SL014945	Enhancer of filamentation 1	CASL	Q14511	4739	NEDD9	S1	-1	protein_coding
X12864.9	ENSG00000172548	NIPAL4	157460213	157474722	5	12864-9	3	SL019960	Magnesium transporter NIPA4	NIPA4	Q0D2K0	348938	NIPAL4	S1	1	protein_coding
X12867.40	ENSG00000165169	DYNLT3	37836757	37847571	X	12867-40	3	SL019922	Dynein light chain Tctex-type 3	DYLT3	P51808	6990	DYNLT3	S2	-1	protein_coding
X12869.68	ENSG00000110367	DDX6	118747763	118791164	11	12869-68	3	SL019938	Probable ATP-dependent RNA helicase DDX6	DDX6	P26196	1656	DDX6	S2	-1	protein_coding
X12871.10	ENSG00000151239	TWF1	43793723	43806328	12	12871-10	3	SL013078	Twinfilin-1	TWF1	Q12792	5756	TWF1	S1	-1	protein_coding
X12872.35	ENSG00000183862	CNGA2	151734746	151745564	X	12872-35	3	SL019961	Cyclic nucleotide-gated olfactory channel	CNGA2	Q16280	1260	CNGA2	S1	1	protein_coding
X12873.11	ENSG00000197471	SPN	29662979	29670876	16	12873-11	3	SL007131	Leukosialin	LEUK	P16150	6693	SPN	S1	1	protein_coding
X12875.28	ENSG00000168246	UBTD2	172209646	172283764	5	12875-28	3	SL019923	Ubiquitin domain-containing protein 2	UBTD2	Q8WUN7	92181	UBTD2	S2	-1	protein_coding
X12876.39	ENSG00000101222	SPEF1	3777504	3781448	20	12876-39	3	SL007787	Sperm flagellar protein 1	SPEF1	Q9Y4P9	25876	SPEF1	S1	-1	protein_coding
X12878.60	ENSG00000144909	OSBPL11	125528858	125595497	3	12878-60	3	SL019944	Oxysterol-binding protein-related protein 11	OSB11	Q9BXB4	114885	OSBPL11	S2	-1	protein_coding
X12879.5	ENSG00000080839	RBL1	36996349	37095997	20	12879-5	3	SL003759	Retinoblastoma-like protein 1	p107	P28749	5933	RBL1	S1	-1	protein_coding
X12880.1	ENSG00000159164	SV2A	149903318	149917844	1	12880-1	3	SL019962	Synaptic vesicle glycoprotein 2A	SV2A	Q7L0J3	9900	SV2A	S1	-1	protein_coding
X12881.17	ENSG00000139547	RDH16	56951431	56959374	12	12881-17	3	SL019970	Retinol dehydrogenase 16	RDH16	O75452	8608	RDH16	S2	-1	protein_coding
X12882.7	ENSG00000111224	PARP11	3791047	3873448	12	12882-7	3	SL019918	Poly [ADP-ribose] polymerase 11	PAR11	Q9NR21	57097	PARP11	S2	-1	protein_coding
X12885.42	ENSG00000174738	NR1D2	23945286	23980637	3	12885-42	3	SL007432	Nuclear receptor subfamily 1 group D member 2	NR1D2	Q14995	9975	NR1D2	S1	1	protein_coding
X12888.18	ENSG00000164105	SAP30	173369969	173377532	4	12888-18	3	SL012382	Histone deacetylase complex subunit SAP30	SAP30	O75446	8819	SAP30	S2	1	protein_coding
X12891.1	ENSG00000164877	MICALL2	1428465	1459470	7	12891-1	3	SL019924	MICAL-like protein 2	MILK2	Q8IY33	79778	MICALL2	S1	-1	protein_coding
X12892.10	ENSG00000142765	SYTL1	27342020	27353937	1	12892-10	3	SL019931	Synaptotagmin-like protein 1	SYTL1	Q8IYJ3	84958	SYTL1	S1	1	protein_coding
X12893.159	ENSG00000163565	IFI16	158999968	159055155	1	12893-159	3	SL025892	Gamma-interferon-inducible protein 16:Isoform 2, Hematopoietic expression, interferon-inducible nature, and nuclear localization 2	IP16:HIN 2	Q16666	3428	IFI16	S2	1	protein_coding
X12894.3	ENSG00000157212	PAXIP1	154943687	155003124	7	12894-3	3	SL019946	PAX-interacting protein 1	PAXI1	Q6ZW49	22976	PAXIP1	S1	-1	protein_coding
X12895.28	ENSG00000136267	DGKB	14145049	14974777	7	12895-28	3	SL019952	Diacylglycerol kinase beta	DGKB	Q9Y6T7	1607	DGKB	S1	-1	protein_coding
X12904.180	ENSG00000107611	CUBN	16823966	17129811	10	12904-180	3	SL004440	cubilin	cubilin	O60494	8029	CUBN	S1	-1	protein_coding
X12916.3	ENSG00000214827	MTCP1	155064034	155147937	X	12916-3	3	SL019344	Protein p13 MTCP-1	MTCP1	P56278	4515	MTCP1	S1	-1	protein_coding
X12923.51	ENSG00000128422	KRT17	41619442	41624842	17	12923-51	3	SL005401	Keratin, type I cytoskeletal 17	Keratin 17	Q04695	3872	KRT17	S1	-1	protein_coding
X12925.105	ENSG00000168646	AXIN2	65528563	65561648	17	12925-105	3	SL018508	Axin-2	AXIN2	Q9Y2T1	8313	AXIN2	S2	-1	protein_coding
X12931.16	ENSG00000151623	NR3C2	148078762	148444698	4	12931-16	3	SL007088	Mineralocorticoid receptor	MCR	P08235	4306	NR3C2	S2	-1	protein_coding
X12933.17	ENSG00000120658	ENOX1	43213130	43786972	13	12933-17	3	SL019362	Ecto-NOX disulfide-thiol exchanger 1	ENOX1	Q8TC92	55068	ENOX1	S2	-1	protein_coding
X12934.1	ENSG00000138646	HERC5	88457119	88506163	4	12934-1	3	SL015312	E3 ISG15--protein ligase HERC5	HERC5	Q9UII4	51191	HERC5	S2	1	protein_coding
X12936.38	ENSG00000140522	RLBP1	89209869	89221614	15	12936-38	3	SL019347	Retinaldehyde-binding protein 1	RLBP1	P12271	6017	RLBP1	S2	-1	protein_coding
